zcr_mean,rms_mean,duration_s,spectral_centroid_mean,spectral_bandwidth_mean,spectral_contrast_mean,spectral_flatness_mean,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,delta_mfcc1,delta_mfcc2,delta_mfcc3,delta_mfcc4,delta_mfcc5,delta_mfcc6,delta_mfcc7,delta_mfcc8,delta_mfcc9,delta_mfcc10,delta_mfcc11,delta_mfcc12,delta_mfcc13,emotion
0.08102182241586539,0.0023322326596826315,3.3033125,2833.419355448064,2043.576664878139,14.861233692398814,0.2872988283634186,-685.1146240234375,46.40787124633789,2.217519998550415,12.362793922424316,3.245408296585083,-2.1824588775634766,-3.6864676475524902,-10.622802734375,-7.166003704071045,1.0479035377502441,-3.143427610397339,0.8460745215415955,-3.6446168422698975,-0.010384192690253258,-0.014589089900255203,-0.014303500764071941,-0.013843719847500324,-0.01323280856013298,-0.012500469572842121,-0.011680805124342442,-0.010809769853949547,-0.009922499768435955,-0.009050965309143066,-0.008221497759222984,-0.0074536981992423534,-0.006759217008948326,1.0
0.08379371279761905,0.0025117872282862663,3.3366875,2731.2645673103843,2062.4729880977375,15.84054118020676,0.24387232959270477,-676.8689575195312,44.08522415161133,1.7590417861938477,16.377357482910156,3.06722092628479,-0.08418840914964676,-4.265053749084473,-11.634267807006836,-5.341670036315918,1.5125946998596191,-2.782062530517578,0.376381516456604,-3.3374738693237305,0.009690341539680958,0.014343474991619587,0.01526178140193224,0.01474397536367178,0.012420229613780975,0.009536544792354107,0.007524855900555849,0.006645808462053537,0.005887577775865793,0.004191963002085686,0.001804182305932045,3.6430146792554297e-06,-0.0005684272618964314,1.0
0.0785326911407767,0.0028608839493244886,3.2699375,2675.361356721695,2055.8586253786116,15.613701038743594,0.23410704731941223,-672.4839477539062,48.84423828125,1.2209678888320923,12.249798774719238,1.1026880741119385,-0.4509526193141937,-5.104076385498047,-10.28361701965332,-7.051802635192871,0.5574259757995605,-2.7546846866607666,1.388440728187561,-4.864892482757568,-0.03725282475352287,-0.048949889838695526,-0.04248381033539772,-0.03894568979740143,-0.0362890399992466,-0.03146778792142868,-0.026411717757582664,-0.022427165880799294,-0.0175231471657753,-0.011714170686900616,-0.007321049924939871,-0.004094789270311594,-0.00036787407589145005,1.0
0.087861328125,0.0026793295983225107,3.169875,2638.470351013211,2082.0051751906904,15.742916248257249,0.22752660512924194,-667.682861328125,46.79216003417969,4.1349711418151855,12.44188117980957,3.7573752403259277,1.6810007095336914,-6.45838737487793,-10.921302795410156,-6.470831394195557,1.1804288625717163,-1.4938141107559204,0.21310532093048096,-3.615952253341675,-0.10294681787490845,-0.06084417179226875,0.03565032035112381,0.012855873443186283,-0.030339939519762993,0.00041606425656937063,0.06985481083393097,0.04990111291408539,-0.021127400919795036,-0.007308959495276213,0.02250572293996811,-0.006688518449664116,-0.04968561977148056,1.0
0.08141539977477477,0.0017120338743552566,3.536875,2640.001837161276,2022.3343779255192,15.406807976157497,0.24761973321437836,-699.6669311523438,51.66168212890625,3.5099360942840576,14.573113441467285,4.1004204750061035,-1.0494035482406616,-5.267122745513916,-8.68403434753418,-8.226194381713867,0.5867727994918823,-3.134453535079956,-0.28584128618240356,-4.016739368438721,-0.09437455236911774,-0.1226525753736496,-0.11242552101612091,-0.1066790297627449,-0.09457709640264511,-0.09042996913194656,-0.08847606927156448,-0.07763919979333878,-0.0652606189250946,-0.05254770815372467,-0.0386311337351799,-0.03134356811642647,-0.02424384094774723,2.0
0.0615147953539823,0.0018140345346182585,3.603625,2576.022855648172,1982.8111344378278,15.577418768661834,0.26236361265182495,-688.6021118164062,55.70317077636719,2.800579786300659,11.86426830291748,5.379238128662109,-2.39792537689209,-6.2231574058532715,-7.702468395233154,-7.792159557342529,0.9797326922416687,-2.729396104812622,-0.9667847156524658,-4.332178592681885,-0.004170755855739117,-0.0060350303538143635,-0.00630814116448164,-0.006424257066100836,-0.006191966589540243,-0.005691059865057468,-0.005207737907767296,-0.0049921683967113495,-0.005047233775258064,-0.0051336223259568214,-0.004984308499842882,-0.004544333089143038,-0.004025287926197052,2.0
0.08552024147727273,0.0026529438327997923,3.5035,2684.204087272523,1967.0350125618215,15.925983494539542,0.2332841455936432,-679.4890747070312,53.62676239013672,2.4126551151275635,11.943930625915527,2.684338331222534,1.721921443939209,-5.491642475128174,-8.53176212310791,-7.588741779327393,1.9994935989379883,-0.9284471273422241,-0.44058138132095337,-3.9336273670196533,0.0388079397380352,0.039136990904808044,0.028705578297376633,0.03127177804708481,0.034185703843832016,0.03151444345712662,0.02571563422679901,0.02055259421467781,0.023643074557185173,0.02874183841049671,0.017696425318717957,0.017746474593877792,0.02293051779270172,2.0
0.07750680905963303,0.0027139135636389256,3.4701875,2518.7514985560474,1971.6653215189388,16.013319317508714,0.22021809220314026,-675.2991943359375,57.469905853271484,0.10799489915370941,13.572955131530762,4.107706546783447,1.0547219514846802,-5.230117321014404,-8.361014366149902,-7.232393741607666,0.70327228307724,-1.3122308254241943,0.4968695342540741,-4.091996192932129,0.0017207658383995295,-0.00890293251723051,-0.009702814742922783,0.0032884811516851187,-0.0014039048692211509,-0.0024254650343209505,-0.000748255115468055,-0.011688816361129284,-0.008003098890185356,0.002255854895338416,-0.003892407286912203,-0.004349196329712868,-0.0007018611067906022,2.0
0.06414163523706896,0.0015404741279780865,3.70375,2588.5259345715795,1985.6839072959829,15.51844414429404,0.27473247051239014,-709.4173583984375,58.21210861206055,4.861288070678711,13.165839195251465,4.576435089111328,-1.8709529638290405,-5.412282943725586,-5.2350358963012695,-7.625396251678467,1.4381258487701416,-0.4374960958957672,-0.7840750217437744,-3.776899576187134,0.0319257415831089,0.027320606634020805,0.018894709646701813,0.020192092284560204,0.015302477404475212,0.0016100067878142,0.0043572294525802135,0.010438736528158188,0.014272967353463173,0.008405720815062523,0.00553909782320261,0.014921003021299839,0.01948799379169941,2.0
0.0901886470734127,0.0016541408840566874,4.004,2628.923120971459,1954.2964388250468,15.579529396024485,0.25357672572135925,-670.53759765625,53.28983688354492,1.2305450439453125,11.102007865905762,2.286348819732666,-2.1182117462158203,-8.181012153625488,-7.67011833190918,-8.07604694366455,2.4587223529815674,-1.7667009830474854,-2.1712753772735596,-4.626957893371582,-3.0275376872168636e-08,-1.1634140406613369e-07,1.1235002927989513e-09,2.4983097812736332e-09,9.076699392096543e-09,-3.414849514271623e-09,1.1368048724591517e-08,-1.1575009395414781e-08,5.277494441457975e-09,9.328008587772274e-09,-8.07146260939362e-09,7.790586842304492e-09,1.0348028683937471e-10,2.0
